小区名称,均价,区域,板块,地址,物业公司,开发商,楼栋总数,房屋总数,经度_百度坐标,纬度_百度坐标,经度_WGS1984坐标,纬度_WGS1984坐标,metro,year,buildingType,propertyExpense
南国SOHO520,18956,洪山,南湖沃尔玛,(洪山南湖沃尔玛)南湖建安街南国SOHO520,武汉美好物业管理有限公司,武汉南国置业股份有限公司,4,620,114.331227,30.510534,114.319225467944,30.5070366931885,7,2010,3,1.4
环球国际中心,18957,洪山,楚河汉街,(洪山楚河汉街)沙湖大道18号,大连万达物业管理有限公司武汉分公司,暂无信息,4,1828,114.343548,30.563875,114.331613876109,30.5601284960679,4,2014,3,5.75
美联奥林匹克花园二期,18958,东西湖,常青花园,(东西湖常青花园)奥园西路2号,武汉美好物业管理有限公司,暂无信息,10,1855,114.244105,30.659731,114.232247960788,30.6558204698319,2,2014,3,2.5
幸福时代,18958,江岸,百步亭,(江岸百步亭)百步亭花园路160-162号,武汉百步亭花园物业管理有限公司,武汉统建百步亭联合置业有限公司,9,2040,114.31982547545,30.660474336857,114.307795829706,30.6571143466509,21,2011,1,2.6
金地西岸故事,18960,洪山,珞狮南路,(洪山珞狮南路)珞狮南路320号,武汉金地物业管理有限公司,金地集团武汉房地产开发有限公司,10,1530,114.34328030312,30.490325196316,114.331331834571,30.4866018535067,0,2011,3,2.2
香港路,18961,江汉,新华路万达,(江汉新华路万达)香港路,无物业管理服务,武汉市市政建设集团有限公司,7,275,114.281461,30.616028,114.269512060578,30.6125612372402,6,0,1,-1.0
保利浅水湾,18963,洪山,卓刀泉,(洪山卓刀泉)浅水湾路1号,保利（武汉）物业管理有限公司,武汉双环房地产开发有限公司,7,918,114.36832577881,30.510788875625,114.356382599595,30.5067885377567,0,2007,2,1.1
东原晴天见,18966,洪山,老南湖,(洪山老南湖)南湖路与富安街交汇处（红旗生鲜市场旁）,重庆新东原物业管理有限公司武汉分公司,武汉虹丽置业管理有限公司,7,1431,114.313675,30.504396,114.301642217427,30.5011580465109,7,2015,3,2.45
十四中学区东家属区,18966,武昌,积玉桥,(武昌积玉桥)昙华临街160号,暂无信息,暂无信息,1,70,114.321425,30.557094,114.309423450148,30.5537572162589,2,0,1,0.5
万利广场,18971,武昌,徐东,(武昌徐东)徐东友谊大道510号,武汉新程物业管理有限公司,武汉鑫万利置业有限公司,2,456,114.35277395943,30.598209030615,114.340850127607,30.5942958418168,8,2007,1,1.6
华汉广场,18975,硚口,宗关,(硚口宗关)解放大道汉宜路10号,业主自筹物业,武汉华嘉投资有限公司,2,144,114.24123057312,30.581764750706,114.229397749108,30.5779009602394,1,2013,2,2.0
北湖小路,18979,江汉,CBD西北湖,(江汉CBD西北湖)北湖小路1-1号,无物业管理服务,武汉市市政建设集团有限公司,2,36,114.27136017538,30.609373999964,114.259466080762,30.60573805464,3,0,1,-1.0
慧谷时空,18979,东湖高新,华科大,(东湖高新华科大)老武黄公路206号,武汉美好愿景房地产开发有限公司,武汉天瑞实业有限公司,1,260,114.43868332949,30.510557296663,114.426578195874,30.5071464647669,0,2001,2,3.0
台北名居,18980,江岸,台北香港路,(江岸台北香港路)台北路6号,讯诚物业管理有限公司,武汉数控房地产开发公司,1,276,114.29426,30.597076,114.28227515807,30.593796215033,1,2006,2,1.5
人信汉商银座,18982,汉阳,钟家村,(汉阳钟家村)钟家村汉阳大道139号,武汉汉商人信商业管理有限公司,武汉汉商人信置业有限公司,6,1066,114.2744596904,30.55454203463,114.262567887181,30.5509828887622,4,2009,3,2.2
花样年华,18983,江汉,前进江汉,(江汉前进江汉)前进四路227号,武汉市花样年华物业管理有限公司,武汉地产集团恒达公司,1,360,114.289035,30.5879,114.277078699798,30.5845655981288,1,2005,2,1.2
欧景苑二期,18986,武昌,杨园,(武昌杨园)余家头水厂路特一号,暂无信息,暂无信息,4,194,114.363018,30.622232,114.351075674791,30.6182058836817,0,2002,3,0.6
南望山庄,18986,东湖高新,光谷广场,(东湖高新光谷广场)珞喻路152号,街道办事处（居委会）代管物业,无开发商,10,556,114.40677565718,30.528491907754,114.394670252321,30.524964645593,0,2004,1,0.4
万科高尔夫城市花园,18987,东西湖,金银湖,(东西湖金银湖)金山大道特8号,武汉万科物业有限公司,武汉万科天润房地产有限公司,181,3813,114.218219,30.648598,114.206220659107,30.6449711709594,2,2003,3,1.5
汇悦天地二期,18987,江岸,塔子湖,(江岸塔子湖)塔子湖东路和健康街交汇处,武汉地产集团东方物业有限公司,武汉地产控股有限公司,7,1624,114.290308,30.659739,114.27831807062,30.6563855140106,8,2017,1,2.8
金汉花园,18987,江岸,育才花桥,(江岸育才花桥)三眼桥一村158号,湖北金汉物业公司,湖北金汉房地产开发有限公司,2,226,114.291318,30.61693,114.279323466041,30.6136057923908,3,2003,1,0.6
永清路45-59号,18987,江岸,黄埔永清,"(江岸黄埔永清)永清路45号, 永清路47-59号",业主自筹物业,武汉市市政建设集团有限公司,5,150,114.305064,30.619529,114.293028326291,30.6162875591992,8,1998,1,-1.0
付家坡一路8号,18987,武昌,武昌火车站,(武昌武昌火车站)付家坡一路8号,暂无信息,暂无信息,1,24,114.337006,30.538087,114.325030879809,30.5344702825414,4,1985,1,-1.0
富强天合园,18990,江岸,塔子湖,(江岸塔子湖)塔子湖东路富强天合园,武汉建工富强置业有限公司,武汉建工富强置业有限公司,3,580,114.286277,30.648225,114.274296554166,30.6448191037227,8,2014,1,2.0
仪表厂宿舍,18990,东湖高新,光谷广场,(东湖高新光谷广场)鲁磨路397,无物业管理服务,无开发商,45,1291,114.4057685721,30.522318986724,114.393664886594,30.518777480838,0,1998,1,-1.0
保利心语二期,18994,洪山,珞狮南路,(洪山珞狮南路)马湖路2号,保利（武汉）物业管理有限公司,保利房地产（集团）股份有限公司,15,1479,114.33315378077,30.479823780385,114.32118548276,30.4763044712897,0,2007,3,1.8
广电江湾新城,19009,硚口,古田,(硚口古田)古田路68号,广州广电物业管理有限公司武汉分公司,武汉广电海格房地产开发有限公司,30,3619,114.20603211346,30.592192611909,114.193979591578,30.5887862371606,1,2009,1,1.8
紫晋公寓,19014,武昌,积玉桥,(武昌积玉桥)粮道街257号,业主自筹物业,武汉三江航天投资发展有限公司,4,234,114.316403,30.553523,114.304391125944,30.5502497448479,7,1999,2,0.5
兆麟锦桦豪庭,19020,汉阳,七里庙,(汉阳七里庙)汉桥路18号,武汉正升物业管理有限公司,武汉兆麟房地产开发有限公司,5,469,114.23607666043,30.561127106488,114.224222485317,30.5573020368251,4,2011,1,1.8
光谷麒麟社,19022,东湖高新,三环南,(东湖高新三环南)大学园路4号,武汉市务实物业管理有限公司,湖北龙天置业有限公司,5,352,114.41075421142,30.466436495036,114.39867169959,30.4629918399527,0,2011,3,1.7
江南家园,19027,东湖高新,民族大道,(东湖高新民族大道)南湖大道102号,武汉丽岛物业管理有限公司,武汉佳境房地产开发有限责任公司,40,1748,114.40434184459,30.486998104012,114.392264604584,30.4834491369963,0,2002,1,0.6
党校宿舍（武广万松园）,19028,江汉,武广万松园,(江汉武广万松园)万松园路130号,暂无信息,暂无信息,6,344,114.274361,30.592827,114.262470307546,30.5892532445864,2,0,1,-1.0
天惠神秘墅小区,19029,东湖高新,光谷东,(东湖高新光谷东)光谷大道27号,暂无信息,暂无信息,2,84,114.431064,30.494455,114.418943709432,30.4911023918967,0,0,0,-1.0
取水楼社区,19031,江汉,武广万松园,(江汉武广万松园)新华路23号,暂无信息,暂无信息,1,30,114.280929,30.594917,114.269004751352,30.5914551137198,0,0,0,-1.0
石牌岭休养所,19031,洪山,街道口,(洪山街道口)石牌岭317号,暂无信息,暂无信息,4,64,114.344113,30.522692,114.332150332192,30.5189398513798,0,0,1,-1.0
佳海茗苑南区,19033,江岸,后湖,(江岸后湖)金桥大道30号,武汉佳海物业管理有限公司,暂无信息,7,68,114.295347,30.644221,114.283327947669,30.6409248723545,8,2003,3,1.8
湖北省总工会南区,19036,武昌,首义,"(武昌首义)张之洞路234附15号, 张之洞路234附4号, 张之洞路234附9号",暂无信息,暂无信息,3,43,114.314758,30.53857,114.302731332657,30.5353141609155,4,2005,0,-1.0
桥梁村,19043,武昌,杨园,(武昌杨园)桥梁村,街道办事处（居委会）代管物业,武汉市市政建设集团有限公司,28,995,114.34738520492,30.61176748866,114.335435868938,30.6079285847343,0,1995,3,0.4
北湖西路33号,19044,江汉,CBD西北湖,(江汉CBD西北湖)北湖西路33号,暂无信息,暂无信息,1,12,114.271505,30.603789,114.259616345118,30.6001592226656,2,0,1,-1.0
国采光立方,19045,东湖高新,光谷东,(东湖高新光谷东)高新大道与光谷六路交汇处（东湖高新管委会东侧）,武汉丽岛物业管理有限公司,国采（武汉）会展投资建设有限公司,23,2809,114.519193,30.495534,114.507413285504,30.4920954932021,11,2017,3,3.9
铁路研究所,19048,武昌,徐东,(武昌徐东)徐东大街45号,暂无信息,暂无信息,7,275,114.356908,30.593788,114.34499329666,30.5898275052107,8,1995,1,0.55
世纪新南门,19049,武昌,白沙洲,(武昌白沙洲)白沙洲大道557到559号,暂无信息,暂无信息,2,130,114.307732,30.526078,114.295697520461,30.5228657596574,0,0,1,-1.0
中油小区,19049,武昌,沙湖,(武昌沙湖)中北路219号,暂无信息,暂无信息,2,54,114.358846,30.574133,114.346941768333,30.5701632495815,4,0,1,-1.0
澳门银座,19056,江岸,台北香港路,(江岸台北香港路)澳门路123号,武汉德勤物业资产管理有限公司,湖北国新置业有限公司,2,612,114.302164,30.606963,114.290146084585,30.6037259753301,1,2007,2,2.0
都府堤社区,19059,武昌,首义,(武昌首义)解放路中华路都府堤37号,暂无信息,暂无信息,3,147,114.303618,30.556267,114.291612692811,30.55305461509,0,0,1,-1.0
财源大厦,19060,硚口,汉正街,(硚口汉正街)利济北路80号,武汉利源物业管理有限公司,武汉利好房地产开发有限公司,3,497,114.27671271012,30.580836239887,114.264818264755,30.577309601636,1,2008,2,1.5
复地翠微新城三期,19065,汉阳,钟家村,(汉阳钟家村)翠微横路18号,上海复瑞物业管理有限公司武汉分公司,暂无信息,11,695,114.264398,30.554111,114.252547241864,30.5503885591732,4,2003,1,0.8
为群三村,19072,江岸,二七,(江岸二七)解放大道1521号,暂无信息,暂无信息,1,22,114.327663,30.635557,114.315639430177,30.6320802806886,0,1995,0,-1.0
灯泡厂宿舍,19072,洪山,街道口,(洪山街道口)珞狮路188号,街道办事处（居委会）代管物业,武汉市市政建设集团有限公司,5,225,114.353617,30.522867,114.341675050051,30.5189621750623,0,2004,1,0.5
新都小区,19073,武昌,首义,(武昌首义)解放桥望山门,无物业管理服务,暂无信息,5,370,114.30272756976,30.534079624426,114.290704737743,30.5308675617095,4,2004,1,0.8
南国新东城,19073,武昌,武昌火车站,(武昌武昌火车站)中山路487号,武汉市美好家园物业管理有限责任公司,武汉市武昌大东门市场发展有限公司,1,575,114.325014,30.543372,114.313008284679,30.5399805188051,4,2007,2,1.5
小南湖芬香苑,19074,江岸,台北香港路,(江岸台北香港路)台北一路28号,业主自筹物业,武汉林泽实业有限公司,1,181,114.283362,30.598291,114.271422698585,30.5948669014963,7,2001,2,1.2
赏荷居,19079,江岸,台北香港路,(江岸台北香港路)江汉北路34号,武汉九运物业管理有限公司,武汉九运物业管理有限公司,1,168,114.285858,30.596024,114.273909181301,30.592640008482,1,2002,1,1.8
江宏世纪名苑A区,19079,武昌,武昌火车站,(武昌武昌火车站)袁家墩特1号,业主自筹物业,武汉江宏房地产开发公司,6,316,114.331203,30.525926,114.319201818562,30.5224248476295,0,2003,3,0.5
珞狮路286号,19080,洪山,珞狮南路,(洪山珞狮南路)珞狮路286号,暂无信息,暂无信息,1,42,114.351794,30.511214,114.339849506152,30.5073376178951,0,0,0,-1.0
金龙公馆,19086,汉阳,七里庙,(汉阳七里庙)罗七北路12号,武汉铁桥物业服务有限公司,武汉铁桥房地产开发有限公司,5,496,114.233569,30.567155,114.221706372741,30.5633521150124,4,2013,1,1.8
汉阳大道33到65号,19087,汉阳,钟家村,(汉阳钟家村)汉阳大道33-65号,无物业管理服务,无开发商,6,347,114.282863,30.555362,114.270931334151,30.5519460559385,4,1978,1,-1.0
省建筑五公司西区,19087,东湖高新,光谷广场,(东湖高新光谷广场)鲁磨路63号,暂无信息,暂无信息,2,58,114.405526,30.514357,114.393423035014,30.5108139253129,0,0,0,-1.0
天梨花园,19091,洪山,沙湖,(洪山沙湖)徐东大街90号,武汉市居安物业管理有限公司,武汉市洪荣物业发展有限公司,3,266,114.361438,30.584518,114.3495313373,30.5805241832162,7,2003,3,0.8
武汉天街创富时代,19098,江汉,CBD西北湖,(江汉CBD西北湖)金家墩特1号,戴德梁行（顾问）管理公司,武汉市金敦置业发展有限公司,3,792,114.267253,30.619365,114.25536602835,30.6156554264484,3,2016,3,4.0
中建大厦,19098,东湖高新,华科大,(东湖高新华科大)鲁磨路306号,暂无信息,暂无信息,1,11,114.407725,30.521146,114.395613187219,30.5176343142905,0,2010,3,1.3
鄂教小区,19100,硚口,宝丰崇仁,(硚口宝丰崇仁)京汉大道111号,暂无信息,暂无信息,3,204,114.263756,30.579763,114.25191617664,30.5760252168474,1,0,0,-1.0
紫菘教师公寓,19100,东湖高新,华科大,(东湖高新华科大)鲁磨路108附1号,街道办事处（居委会）代管物业,武汉紫菘房地产建筑集团股份有限公司,4,385,114.40737838525,30.516883108823,114.39526763123,30.5133674601036,0,2003,1,1.5
惠誉公寓,19101,洪山,沙湖,(洪山沙湖)和平大道850号,无物业管理服务,武汉福星惠誉房地产有限责任公司,2,110,114.33787741921,30.592412199304,114.325920702798,30.5887642521822,8,2001,2,-1.0
保利香槟国际,19106,硚口,宗关,(硚口宗关)解放大道保利香槟国际,武汉保利物业管理有限公司,武汉保利金硚房地产开发有限公司,11,2092,114.22913069328,30.594978885794,114.217235174437,30.5912156741266,1,2012,3,2.5
南院小区,19108,武昌,中南丁字桥,(武昌中南丁字桥)武珞路564号,无物业管理服务,武汉市市政建设集团有限公司,1,68,114.342409,30.537089,114.330449672371,30.5333666817715,2,1997,1,-1.0
邮政小区（武广万松园）,19114,江汉,武广万松园,(江汉武广万松园)双洞正街邮政小区,业主自筹物业,无开发商,8,155,114.28447409502,30.587639341678,114.272538688394,30.5842390806792,1,1995,1,0.6
公务员大厦,19117,硚口,集贤,(硚口集贤)集贤路3号,业主自筹物业,无开发商,1,72,114.26994096674,30.575847908909,114.258078599101,30.572207078181,6,2002,2,0.8
劳动新一村,19119,江岸,二七,(江岸二七)劳动新一村,无物业管理服务,武汉市政和实业有限公司,14,593,114.3262204609,30.633911811756,114.314193326225,30.6304611929556,1,1990,1,-1.0
电车宿舍,19119,武昌,沙湖,(武昌沙湖)中北路251号,街道办事处（居委会）代管物业,暂无信息,1,5,114.359562,30.575718,114.347657938165,30.5717416332941,0,1993,1,0.6
热电小区,19121,青山,青山,(青山青山)建设六路热电小区,暂无信息,武汉市市政建设集团有限公司,18,669,114.396783,30.643519,114.384711762619,30.6397824048142,0,1996,2,0.4
长寿社区,19122,硚口,集贤,(硚口集贤)长堤街467号,无物业管理服务,无开发商,12,955,114.27398298949,30.574029805194,114.262102607404,30.5704583775444,6,2000,3,0.5
葛洲坝华庄,19122,东湖高新,华科大,(东湖高新华科大)珞瑜东路葛洲坝华庄,葛洲坝物业管理有限公司,中国葛洲坝集团置业有限公司,7,1122,114.454736,30.514244,114.44272865198,30.5106108914454,0,2016,1,1.3
银丰宿舍,19125,江汉,台北香港路,(江汉台北香港路)台北路220号,暂无信息,暂无信息,2,112,114.283398,30.607185,114.271448967916,30.6037556428743,3,0,0,-1.0
凤凰大厦,19126,武昌,积玉桥,(武昌积玉桥)中山路312到428号,武汉市武昌物业经营发展总公司,无开发商,2,154,114.322224,30.558996,114.310225418778,30.5556472255298,2,2006,2,0.8
